#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
8600,-374445.3113486547,301.20582358540054,20.07485804375201,0.9545452149470776
8700,-374501.4871416207,304.57645959438645,20.07485804375201,0.9545452149470776
8800,-374454.15489200345,300.2592647269691,20.07485804375201,0.9545452149470776
8900,-374594.7272186077,302.12400677664715,20.07485804375201,0.9545452149470776
9000,-374534.20765854104,297.85806274518796,20.07485804375201,0.9545452149470776
9100,-374594.3994631615,305.0003165418461,20.07485804375201,0.9545452149470776
9200,-374566.1409479398,298.88623657615614,20.07485804375201,0.9545452149470776
9300,-374638.35517083947,299.04181165262617,20.07485804375201,0.9545452149470776
9400,-374600.8012525324,305.7366442649359,20.07485804375201,0.9545452149470776
9500,-374440.7824451954,302.77083445115636,20.07485804375201,0.9545452149470776
9600,-374420.0177437145,302.7567896853758,20.07485804375201,0.9545452149470776
9700,-374408.9904958304,314.7344771940714,20.07485804375201,0.9545452149470776
9800,-374309.7948744449,307.7092295427488,20.07485804375201,0.9545452149470776
9900,-374529.2349464758,316.67111902804794,20.07485804375201,0.9545452149470776
10000,-374450.7996294687,307.51455245258967,20.07485804375201,0.9545452149470776
